commit,HIGH_severity,MEDIUM_severity,LOW_severity,HIGH_confidence,MEDIUM_confidence,LOW_confidence,CWEs,No. of CWEs
c2665b45ec18ca40cf7b185f5c5622ab14cec48c,29,18,1440,1461,19,7,"377,327,20,703,22,259,502,400,295,330,78,94",12
94b0db6dd2f824085ea9bec928213761dcb8a24c,29,18,1440,1461,19,7,"377,327,20,703,22,259,502,400,295,330,78,94",12
6bc0d250acb95a5106717f723d4590558767f723,29,18,1447,1468,19,7,"377,327,20,703,22,259,502,400,295,330,78,94",12
6364288e51ebbf0414bb0090b4f99b99dd8ced21,29,18,1447,1468,19,7,"377,327,20,703,22,259,502,400,295,330,78,94",12
969ec20cdc5e8167c56c4c1dd245082ca3439fdd,29,18,1447,1468,19,7,"377,327,20,703,22,259,502,400,295,330,78,94",12
2637eaed00607ccdd163c1eed07b9d6c62d7b362,29,18,1447,1468,19,7,"377,327,20,703,22,259,502,400,295,330,78,94",12
232bf18414c9a4b5552e79a4940162bbd1655a0b,29,18,1447,1468,19,7,"377,327,20,703,22,259,502,400,295,330,78,94",12
ab1cdd0d6e5700c60fcb5fa51286bc1480399289,29,18,1447,1468,19,7,"377,327,20,703,22,259,502,400,295,330,78,94",12
30892c4f3ab44de426fa2c3ed62c250944cb6050,29,18,1447,1468,19,7,"377,327,20,703,22,259,502,400,295,330,78,94",12
79841483e731b29a2071f4019f18cc8e2945ac39,29,18,1447,1468,19,7,"377,327,20,703,22,259,502,400,295,330,78,94",12
7a7b3425d41766870e8a3857db4102c589bb9228,29,18,1451,1472,19,7,"377,327,20,703,22,259,502,400,295,330,78,94",12
6f2929ba9eeea4acff3a10ef1477f13797a4b686,29,18,1470,1491,19,7,"377,327,20,703,22,259,502,400,295,330,78,94",12
f41079d13ceba04f40c806999893fc9fb65cb325,29,18,1470,1491,19,7,"377,327,20,703,22,259,502,400,295,330,78,94",12
7ef4f16da1c0847aa10c44e6824feeda5a170deb,29,18,1470,1491,19,7,"377,327,20,703,22,259,502,400,295,330,78,94",12
f50b4059dc6f3be9a49ca6db807db07aa4b27500,29,18,1470,1491,19,7,"377,327,20,703,22,259,502,400,295,330,78,94",12
979c8436eb43c75ca307dfd0e15cfb1695ceb972,29,18,1470,1491,19,7,"377,327,20,703,22,259,502,400,295,330,78,94",12
a78595265e4a487e764a34d28d138442e2d773cb,29,18,1470,1491,19,7,"377,327,20,703,22,259,502,400,295,330,78,94",12
4ac54d7f2acb5de72f2aa1fbf0049f03a8566e6f,29,18,1470,1491,19,7,"377,327,20,703,22,259,502,400,295,330,78,94",12
e1e9ecfba9b5c352a927deb84361c8e839c40449,29,18,1481,1502,19,7,"377,327,20,703,22,259,502,400,295,330,78,94",12
cfae2eb58d651a8406669de3c19ebdbd332e9e51,29,18,1481,1502,19,7,"377,327,20,703,22,259,502,400,295,330,78,94",12
b23db985f39132d688a4b345f06cab1f8e4bdf0c,29,18,1481,1502,19,7,"377,327,20,703,22,259,502,400,295,330,78,94",12
dad0008061d321b03ed7ee1a48c1d34237071822,29,18,1481,1502,19,7,"377,327,20,703,22,259,502,400,295,330,78,94",12
c2dece081bfa795b96fa2946353afa67f95972b2,29,18,1481,1502,19,7,"377,327,20,703,22,259,502,400,295,330,78,94",12
9bfeb8f4a8d0dc6e7f2c364185a9f88923eb8237,29,18,1481,1502,19,7,"377,327,20,703,22,259,502,400,295,330,78,94",12
bf78c8784d205c3cee5e6e0d4a05f5a97d919b22,29,18,1484,1505,19,7,"377,327,20,703,22,259,502,400,295,330,78,94",12
5556e52dd97616a2e63c2c8f18aeea04ce359d8f,29,18,1484,1505,19,7,"377,327,20,703,22,259,502,400,295,330,78,94",12
8c4911367b8ece06418a9d0d36e8ed92a3e45957,29,18,1484,1505,19,7,"377,327,20,703,22,259,502,400,295,330,78,94",12
50f094395554ec8224dd95559338761ff79059ee,29,18,1484,1505,19,7,"377,327,20,703,22,259,502,400,295,330,78,94",12
ba74f0eac2e0d2479459f2b8dc4af5356170f60b,29,18,1484,1505,19,7,"377,327,20,703,22,259,502,400,295,330,78,94",12
5a519796556af5957d125ebd29b2dfc36956882b,29,18,1484,1505,19,7,"377,327,20,703,22,259,502,400,295,330,78,94",12
95028e0669e44945ce6407b5091fd7a88bc04e2c,29,18,1484,1505,19,7,"377,327,20,703,22,259,502,400,295,330,78,94",12
65c8c5bacb9fda4d13b2cff6bbe373a45a96f787,29,18,1484,1505,19,7,"377,327,20,703,22,259,502,400,295,330,78,94",12
ea63719929c3ea70180ff61f9f0cb6f1317b6e0f,29,18,1484,1505,19,7,"377,327,20,703,22,259,502,400,295,330,78,94",12
8b3a057da7dfa6aac4dbd507a53cae896b459339,29,18,1487,1508,19,7,"377,327,20,703,22,259,502,400,295,330,78,94",12
95f3af13f44fddc12ef03b05d1471c592130f421,29,18,1487,1508,19,7,"377,327,20,703,22,259,502,400,295,330,78,94",12
b9e9885ac3e788b0e103519fce7cc87ffb49f55e,29,18,1487,1508,19,7,"377,327,20,703,22,259,502,400,295,330,78,94",12
d77bf2d3b1f49381561c3e75fc24baa1f11dccdf,29,18,1487,1508,19,7,"377,327,20,703,22,259,502,400,295,330,78,94",12
1dc28bd54b24862263262b8ef4b819ce22656984,29,18,1487,1508,19,7,"377,327,20,703,22,259,502,400,295,330,78,94",12
4fe0d6e4780ebe64fada6dbc413493ca01121e05,29,18,1487,1508,19,7,"377,327,20,703,22,259,502,400,295,330,78,94",12
94500a0464b962b063a63d4f2802c4b4a8d51cf0,29,18,1487,1508,19,7,"377,327,20,703,22,259,502,400,295,330,78,94",12
9ffa28c2baef3868f889e814ee554be5a2f715be,29,18,1487,1508,19,7,"377,327,20,703,22,259,502,400,295,330,78,94",12
a9f97b9448979da81b810b545578409d7ddbe5a6,29,18,1487,1508,19,7,"377,327,20,703,22,259,502,400,295,330,78,94",12
23fa645a20cdd5488d8da8b01218135441e15de7,29,18,1487,1508,19,7,"377,327,20,703,22,259,502,400,295,330,78,94",12
f53db55f9dfcc2ff49ca3374b10218cd96d8168c,29,18,1487,1508,19,7,"377,327,20,703,22,259,502,400,295,330,78,94",12
4e00bb8d6054c5453bdc2bdf840f8877dbf7fc16,29,18,1487,1508,19,7,"377,327,20,703,22,259,502,400,295,330,78,94",12
a4fe10ce3f8b36bbfe1a9d157d8ce4b1c6657b32,29,18,1487,1508,19,7,"377,327,20,703,22,259,502,400,295,330,78,94",12
fa4d2b4043eb54722dec0c4d96ad9e89e9fd2320,29,18,1487,1508,19,7,"377,327,20,703,22,259,502,400,295,330,78,94",12
6de18f5bd696eaf26fc5d6a34846f545d480e186,29,18,1487,1508,19,7,"377,327,20,703,22,259,502,400,295,330,78,94",12
4354eb7d52411d1b51ba8ab77f287b5a76662f8b,29,18,1487,1508,19,7,"377,327,20,703,22,259,502,400,295,330,78,94",12
4e4f28cb507812cd7d8795f86a787728380fa193,29,18,1487,1508,19,7,"377,327,20,703,22,259,502,400,295,330,78,94",12
8ffd983ecf7cd8986536c0777aba8b0fff3d0a70,29,18,1487,1508,19,7,"377,327,20,703,22,259,502,400,295,330,78,94",12
739b90c63eddf127e35cd07a9125ba0a98963a00,29,18,1487,1508,19,7,"377,327,20,703,22,259,502,400,295,330,78,94",12
356ecd3dd7519ea450d03d5ac139129566bfd94c,29,18,1487,1508,19,7,"377,327,20,703,22,259,502,400,295,330,78,94",12
ec3a813ba49ed37c997354a042130c22d89307c1,29,18,1487,1508,19,7,"377,327,20,703,22,259,502,400,295,330,78,94",12
68d97cdfcbb03c0c1ce41826f51faed9f686ea0e,29,18,1487,1508,19,7,"377,327,20,703,22,259,502,400,295,330,78,94",12
d45d37e84bfa8fa82ba08587e4e995a3ad74a730,29,18,1487,1508,19,7,"377,327,20,703,22,259,502,400,295,330,78,94",12
cdaadc996303cdd2c3c25eaafdb1bafae287af56,29,18,1487,1508,19,7,"377,327,20,703,22,259,502,400,295,330,78,94",12
68aa4afa8953f9d4ce72c5e86b4233842b5d4e80,29,18,1487,1508,19,7,"377,327,20,703,22,259,502,400,295,330,78,94",12
71d584086c716aa53e18ebb137005df6695ff712,29,18,1487,1508,19,7,"377,327,20,703,22,259,502,400,295,330,78,94",12
b6fc7d8665bfc8073311786531613a0228c45bde,29,18,1487,1508,19,7,"377,327,20,703,22,259,502,400,295,330,78,94",12
29fa24b9fbd6906def542d08fe9bec5466226525,29,18,1487,1508,19,7,"377,327,20,703,22,259,502,400,295,330,78,94",12
13c13ed781646093dde50e3fba570a2e4af7bae7,29,18,1487,1508,19,7,"377,327,20,703,22,259,502,400,295,330,78,94",12
69d23318d8c89e0a29ef3a412a213c67c0567bc4,29,18,1487,1508,19,7,"377,327,20,703,22,259,502,400,295,330,78,94",12
5701434f41a9b38b34fba3722d2612815f47e54f,29,18,1487,1508,19,7,"377,327,20,703,22,259,502,400,295,330,78,94",12
b4d5d1f7ef8ca7015cb081e53b96bd97a80a38a9,29,18,1487,1508,19,7,"377,327,20,703,22,259,502,400,295,330,78,94",12
e9d3fd4e478175055a8eb9be29e7c161ca129b07,29,18,1487,1508,19,7,"377,327,20,703,22,259,502,400,295,330,78,94",12
afde9b4773b0efeb6655e7e089f7c710ccd3b467,29,18,1487,1508,19,7,"377,327,20,703,22,259,502,400,295,330,78,94",12
46bc4ef3b482f1a4fbffee14056780c9c9a8133a,29,18,1487,1508,19,7,"377,327,20,703,22,259,502,400,295,330,78,94",12
33f8e7592b12aee9463fcb35608e4695300fd5fe,29,18,1487,1508,19,7,"377,327,20,703,22,259,502,400,295,330,78,94",12
c7d6df4685de753de579488aa601976192c2da36,29,18,1487,1508,19,7,"377,327,20,703,22,259,502,400,295,330,78,94",12
1f9dbee1cffe9d0a831f503d3924f4f01713305d,29,18,1487,1508,19,7,"377,327,20,703,22,259,502,400,295,330,78,94",12
9aac5e35229bbf655d61b5a4bd97ddb2333c7c63,29,18,1487,1508,19,7,"377,327,20,703,22,259,502,400,295,330,78,94",12
2037ed6b0de487a4c7279b245adf2b8ea069ab90,29,18,1487,1508,19,7,"377,327,20,703,22,259,502,400,295,330,78,94",12
a5a60692461810ec68c9d757918b1442e110eead,29,18,1487,1508,19,7,"377,327,20,703,22,259,502,400,295,330,78,94",12
